cursor timestamp xpos ypos event xpath attrs extras
0 1538394496301 0 0 load / {} {}
0 1538394496616 158 290 mousemove //*[@id='uid_WD69HAAC6R0KFM2HoQbsnA_0']/div/div/div/div[1]/div[1]/div[1]/div[2]/div[3]/span {} {"topRight":614,"topLeft":186,"bottomRight":587,"bottomLeft":44,"middle":288,"inTarget":true}
0 1538394496781 107 251 mousemove //*[@id='rcnt'] {} {"topRight":653,"topLeft":147,"bottomRight":641,"bottomLeft":74,"middle":331,"inTarget":false}
0 1538394496931 41 222 mousemove //*[@id='rcnt'] {} {"topRight":713,"topLeft":145,"bottomRight":710,"bottomLeft":133,"middle":395,"inTarget":false}
0 1538394497249 38 220 mousemove //*[@id='rcnt'] {} {"topRight":715,"topLeft":145,"bottomRight":713,"bottomLeft":136,"middle":398,"inTarget":false}
0 1538394503002 38 221 mousemove //*[@id='rcnt'] {} {"topRight":715,"topLeft":146,"bottomRight":713,"bottomLeft":135,"middle":398,"inTarget":false}
0 1538394503152 40 234 mousemove //*[@id='rcnt'] {} {"topRight":716,"topLeft":155,"bottomRight":709,"bottomLeft":124,"middle":397,"inTarget":false}
0 1538394503551 0 0 scroll / {} {}
0 1538394503703 0 0 scroll / {} {}
0 1538394504352 0 0 scroll / {} {}
0 1538394504502 0 0 scroll / {} {}
0 1538394504787 0 0 scroll / {} {}
0 1538394504937 0 0 scroll / {} {}
0 1538394506323 0 0 scroll / {} {}
0 1538394506488 0 0 scroll / {} {}
0 1538394507138 0 0 scroll / {} {}
0 1538394507289 0 0 scroll / {} {}
0 1538394507456 0 0 scroll / {} {}
0 1538394508323 0 0 scroll / {} {}
0 1538394508490 0 0 scroll / {} {}
0 1538394508657 0 0 scroll / {} {}
0 1538394512500 0 0 scroll / {} {}
0 1538394512660 0 0 scroll / {} {}
0 1538394512810 0 0 scroll / {} {}
0 1538394512960 0 0 scroll / {} {}
0 1538394513110 0 0 scroll / {} {}
0 1538394516220 0 0 scroll / {} {}
